Sr. No.,Job Title,Company Name,Experience Required,Salary,Location,Job Description,Key Skills
72,"      Software Test Engineer , Test Engineer ",    Electro devices pvt ltd,2 - 5 yrs,₹Rs 3.50 - 7.35 Lacs p.a.,"Tirupati,  Vijayawada,  Visakhapatnam,  Warangal",Software Tester duties and responsibilities:Analyzing users stories and / use cases / requirements for validity and feasibilityCollaborate closely with other team members and ,"Software Test Engineer  ,  senior test engineer  ,  test lead  ,  test engineer  ,  tester  ,  manual tester  ,  qa tester  ,  manual testing  ,  testing engineer  ,  technical support associate"
73,"      Embedded Design Engineer , Embedded Engineer ",    Scalene Cybernetics Ltd,3 - 5 yrs,,Bengaluru / Bangalore,"1. Should have through knowledge on microcontrollers  ( Ex: ADUC7025 ,  ATMEGA8A , ATMEGA21 ,  STM 32 ) 2. Handling of tools like Keil ,  Microchip studio ,  STM 32 Cube mx.3.","Handling Microcontrollerrs  /  debuggers  /  evaluation kits   ,  Proficiency in embedded C programming  ,  Knowledge in adapting communication protocols.
        
       
directions_walk
Walk-in Details 25-May-2022 - 25-May-2022  10:30 AM - 11:00 AM   Scalene Cybernetics Limited, S- Card Campus, Segeehalli Main Road,  Virgonagar Post, Bangalore -560 049

For Google Maps Type"" Organization De Scalene"" for exact location.
"
74,      Data Engineer ,    Gratitude India,3 - 7 yrs,₹Rs 3.00 - 7.00 Lacs p.a.,"Gurgaon,  Mumbai,  Pune,  Navi Mumbai,  Thane","Location :Thane and Gurgaon  ,  currently work from homeCTC : No of years of experience into 2X to 3XEg: Min 4 yr. experience can be offered from 10-20lacs based on the years ","Azure  ,  Azure Data  ,  SQL DW  ,  Synapze Pipeline"
75,      Software Engineer ,    Gratitude India,3 - 6 yrs,₹Rs 8.00 - 9.00 Lacs p.a.,"Bengaluru / Bangalore,  Chennai,  Delhi,  Hyderabad/Secunderabad,  Mumbai",Exp - 3-6 yearsCTC - 8-9 lacsWork from officeJOB DETAILSKey Result Areas  ( describes the job role )  understanding software specifications and full scope in detail  Writing c,"PHP  ,  Node Js  ,  Majento  ,  HTML  ,  CSS  ,  Javascript  ,  Boot Angular JS  ,  JQuery  ,  JIRA"
76,      Process Design Engineer ,    V P Placement,25 - 30 yrs,₹Rs 10.00 - 15.70 Lacs p.a.,"Ahmedabad,  Bengaluru / Bangalore,  Hyderabad/Secunderabad,  Kolkata,  Mumbai","Process engineers design ,  implement and optimize industrial processes for large-scale manufacturing companies. They mainly work in the manufacturing ,  chemical ,  and biote","Process Design Engineer  ,  senior engineer  ,  maintenance engineer  ,  engineer  ,  technical support engineer  ,  desktop engineer  ,  desktop support engineer  ,  it executive"
77,"      Civil Project Engineer , Civil Site Engineer ",    Electrobrain modern technologies pvt ltd,3 - 8 yrs,₹Rs 2.50 - 7.00 Lacs p.a.,"Ahmedabad,  Mumbai,  Pune",Job DescriptionMain Accountabilities:Planning  &  Scheduling:Prepare a detailed plan of civil construction based on priority identified by the customer and Team Leader site. D,"Civil Building Works  ,  Civil Design  ,  Civil Engineering  ,  Civil Works  ,  Civil Project  ,  Civil Construction Structural  ,  Civil Maintenance  ,  Site"
78,      Hardware Networking Engineer ,    Electrobrain modern technologies pvt ltd,1 - 6 yrs,₹Rs 4.25 - 6.75 Lacs p.a.,"Delhi,  Delhi/NCR,  Gurgaon,  Noida/Greater Noida","Job Description1. Fulfill all required parameters of a customer-service based role involving multitasking ,  flexibility and the ability to quickly adapt to changes.2. Ability","Hardware Engineer  ,  system administrator  ,  desktop support engineer  ,  network engineer  ,  senior network engineer  ,  desktop engineer  ,  technical support engineer
 

"
79,      Civil Structural Design Engineer ,    V P Placement,15 - 20 yrs,₹Rs 10.00 - 15.80 Lacs p.a.,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Kolkata,  Mumbai","Structural engineers design structures that must endure stresses and pressures inflicted through human use and environmental conditions. They configure structures ,  choose ap","Civil Structural Design Engineer  ,  Engineering  ,  Civil  ,  Site  ,  civil structural  ,  Microsoft Technologies  ,  Management"
80,Engineer Technical Support ,    V P Placement,25 - 30 yrs,₹Rs 10.00 - 15.80 Lacs p.a.,"Ahmedabad,  Bengaluru / Bangalore,  Hyderabad/Secunderabad,  Kolkata,  Mumbai",You will diagnose and troubleshoot software and hardware problems and help our customers install applications and programs. Technical Support Engineer responsibilities include,"

Engineer Technical Support  ,  Implementation  ,  Support  ,  Technical Analysis  ,  welder  ,  welding inspector  ,  Pipe Welding  ,  Piping Welding  ,  Piping Design  ,  Fabrication  ,  Welding"
81,      CAD Engineer Trainees ,    ASE STRUCTURE DESIGN PRIVATE LIMITED,0 - 3 yrs,₹Rs 2.00 - 4.00 Lacs p.a.,Chennai,Candidate shouldbe proficient in Autocad drafting. Should have experience working on 2d.Knowledge in view port and layers.communication should be good. Should be a team player,"autocad  ,  Cad  ,  Autocad 2D
        
       
directions_walk
Walk-in Details 17-May-2022 - 31-May-2022  09:30 AM - 03:00 PM   ASE Structure Design Pvt. Ltd
No. 6 & 7, 5th Street, Dr. Radhakrishnan Salai,
Mylapore, Chennai, Tamil Nadu, India – 600 004

Near : AVM Rajeshwarai Kalyanamahal
"
82,      Data Architect  ( Software Engineer )  ,    Electrobrain modern technologies pvt ltd,12 - 15 yrs,₹Rs 9.00 - 18.50 Lacs p.a.,"Ambala,  Bhiwani,  Chandigarh,  Hissar",Experience: 12+ YearsLooking for Immediate  / Short notice candidates only. Tech PMTechnical Project manager is responsible for managing the overall delivery of migration of s,"Aws Cloudformation  ,  Project Management  ,  Cloud  ,  Architecting  ,  Data Architecture  ,  Technical Project manager  ,  Technical Architecture"
83,      Electrical Engineer Freshers ,    DHR Tech Solutions,0 - 3 yrs,₹Rs 3.00 - 6.00 Lacs p.a.,"Bengaluru / Bangalore,  Chennai,  Hyderabad/Secunderabad,  Kolkata,  Mumbai","Hiring for Electrical Engineer ,  Diploma  /  Degree in Electrical Engineering. Designing ,  maintaining ,  implementingelectrical instruments facilities ,  components ,  equi","Electrical Maintenance  ,  Electrical Site Engineering  ,  Electrical Engineer  ,  ITI Electrical  ,  Electrical Construction  ,  Electrical Engineer Freshers  ,  Electrical Design"
84,      Fresher /  Trainee CAD Engineer ,    DHR Tech Solutions,0 - 3 yrs,₹Rs 3.00 - 6.00 Lacs p.a.,"Bengaluru / Bangalore,  Chennai,  Hyderabad/Secunderabad,  Mumbai","Good Knowledge of working with multiple CAD modeling Platforms such as Catia ,  ProE ,  Solidworks. Fresher /  Trainee CAD Engineer Qualification : Diploma /  Bachelor /  Mast","Construction  ,  Autocad Drafting  ,  Autocad Architecture  ,  AutoCAD  ,  Auto Cadd  ,  Civil Engineering  ,  AutoCAD 2D  ,  Autocad Civil 3D  ,  AutoCAD Mechanical  ,  Design Drafting"
85,      Projects Quality Engineer ,    V P Placement,34 - 39 yrs,₹Rs 10.00 - 15.80 Lacs p.a.,"Ahmedabad,  Bengaluru / Bangalore,  Gurgaon,  Kolkata,  Mumbai","Preparing ,  scheduling ,  coordinating and monitoring the assigned engineering projects. Monitoring compliance to applicable codes ,  practices ,  QA / QC policies ,  perform","Projects Quality Engineer  ,  welder  ,  welding inspector  ,  Pipe Welding  ,  Fabrication  ,  Piping  ,  Process Piping  ,  Refinery  ,  Petrochemical  ,  Petrochemical Industry  ,  Petroleum"
86,      ASSISTANT MANAGER – MECHANICAL ENGINEER ,    Electrobrain modern technologies pvt ltd,5 - 8 yrs,,"Bengaluru / Bangalore,  Chennai,  Hyderabad/Secunderabad",Job Description:The responsibilities and duties section is the most important part of the job description. Here you should outline the functions this position will perform on ,"Press Tools  ,  System Design  ,  DFMEA  ,  Pro-E  ,  Creo  ,  Sheet Metal  ,  Mechanical Engineering  ,  Solid Works  ,  Manufacturing Process  ,  Tolerance Analysis"
87,      Electrical and Instrumentation Engineer ,    Electrobrain modern technologies pvt ltd,2 - 6 yrs,,"Ahmedabad,  Mumbai,  Pune","Job DescriptionDesigning ,  maintaining ,  implementing ,  or improving electrical instruments ,  facilities ,  components ,  equipment products ,  or systems for industrial ,","Engineering  ,  Electrical Design  ,  Dc Motor  ,  Control Panel  ,  Electrical Control  ,  Industrial Machinery  ,  Maintenance  ,  Installation"
88,      IAM Engineer - J45518 ,    SAMPOORNA CONSULTANTS PVT LTD,3 - 7 yrs,₹Rs 4.00 - 15.00 Lacs p.a.,Hyderabad/Secunderabad,IAM Engineer Azure Active Directory experience Azure Active Directory SDK Active Directory deployment in HA and Failover mode in Azure Cloud Environment. Active Directory in B,"Azure  ,  Active Directory  ,  Network"
89,      Control Engineer ( Electrical )  ,    Electrobrain modern technologies pvt ltd,2 - 7 yrs,₹Rs 2.50 - 20.50 Lacs p.a.,"Bharuch,  Bhavnagar,  Gandhinagar,  Jamnagar,  Surat","Electrical Engineer Job Responsibilities:Designs electrical systems by developing and testing components.Electrical Engineer Job Duties:Evaluates electrical systems ,  product","electrical  ,  Industrial  ,  controll  ,  Electrical Analysis  ,  Electrical Design  ,  Electrical Machines  ,  Electrical Maintenance  ,  electrical supervisor  ,  Electrical Power System"
90,      Desktop Support Engineer ,    DHR Tech Solutions,0 - 3 yrs,₹Rs 3.00 - 6.00 Lacs p.a.,"Bengaluru / Bangalore,  Chennai,  Hyderabad/Secunderabad,  Kolkata,  Mumbai","Excellent skills in user IT infrastructure Desktops ,  Laptops ,  Printers ,  Handhelds ,  Smartphone etc.Strong technical skills in Microsoft Windows desktop operating system","Networking  ,  Routing  ,  Hardware Support  ,  Windows  ,  Group Policy  ,  IT hardware  ,  Active Directory  ,  Remote Infrastructure  ,  Desktop Support  ,  IT Service Desk  ,  Ticketing Tools"
91,      Senior Section Engineer ,    Electrobrain modern technologies pvt ltd,8 - 12 yrs,₹Rs 20.00 - 25.00 Lacs p.a.,"Bhilai-Durg,  Bilaspur,  Raipur",Assistant General Manager ProductionHiring for Indian Global MNC8 - 12 yearsJob Responsibilities- To plan and ensure timely production completion activities as per plan and di,"Maintenance  ,  Product Control  ,  Material Planning  ,  Production Head  ,  Production Planning  ,  Manufacturing Operations  ,  Dyes Production  ,  Chemical Engineering  ,  Engineering"
92,"      HVAC Techniciant , HVAC Engineer ",    Electrobrain modern technologies pvt ltd,1 - 5 yrs,₹Rs 3.60 - 6.50 Lacs p.a.,"Guntur,  Vijayawada,  Visakhapatnam,  Warangal","Job DescriptionEnsure operation  &  maintenance of all AC units ,  VRV unit s ,  Cold Rooms ,  Sampling Booth s ,  Dispensing Booths ,  Dynamic Pass Boxes ,  Static Pass Boxes","H.v.a.c  ,  Hvac Systems  ,  Industrial Machinery  ,  Chillers  ,  Piping  ,  Piping Design  ,  Air Conditioning  ,  Chilled Water  ,  Hvac Unit  ,  Hvac Design  ,  Electrical Systems"
93,      Senior Software Engineer ,    New Global Technologies,1 - 6 yrs,₹Rs 4.00 - 12.00 Lacs p.a.,"Visakhapatnam,  Patna,  Gandhinagar,  Ranchi,  Cochin/ Kochi/ Ernakulam","Qualifications  &  Educational RequirementsBachelor s or Master s Degree in Computer ScienceRole  &  ResponsibilitiesResponsible for the maintenance ,  configuration ,  and re","software engineer  ,  software developer  ,  java developer  ,  business analyst  ,  research associate  ,  ASP .net c# SQL  ,  Html  ,  Css  ,  Javascript  ,  Php"
94,      QA Automation Engineer ,    DHR Tech Solutions,0 - 3 yrs,₹Rs 3.00 - 6.00 Lacs p.a.,"Bengaluru / Bangalore,  Chennai,  Hyderabad/Secunderabad,  Kolkata,  Mumbai",Proficiency in programming languages including core Java with good understanding of OOPS conceptsGood experience in Databases  ( Postgres / MySQL ) Experience in API testing. ,"java  ,  selenium  ,  automation testing  ,  automation framework  ,  test data  ,  test engineering  ,  gitqa automation  ,  test management tool  ,  QA Testing  ,  QA Process  ,  Automated Testing"
95,      Quality Control Engineer ,    Pentax Engg. Pvt. Ltd.,1 - 5 yrs,₹Rs 2.50 - 3.00 Lacs p.a.,"Mumbai,  Kalyan,  Thane,  Vasai,  Virar","Quality Control EngineerThe candidates must have 1-  5 years Testing  &  Calibration of Electronic Equipments ,  Testing of Assembled Electronic kits ,  Troubleshooting etc.En","quality  ,  quality management  ,  quality manager  ,  quality assurance  ,  quality auditor  ,  quality control  ,  quality inspection"
96,      Senior Mechanical Design Engineer ,    SUKHRAS MACHINES PVT LTD,4 - 9 yrs,₹Rs 4.00 - 12.00 Lacs p.a.,"Navi Mumbai,  Other City(s) in Maharashtra",Machine design  &  validation. (  as per standards  &  maintaining tolerances ) Manufacturing /  Fabrication drawing.Part drawings of each machine model.Quality conscious. (  ,"Solidworks  ,  Simulation  ,  Design Calculation  ,  Simulation"
97,      Quality Control Engineer ,    Pentax Engg. Pvt. Ltd.,1 - 5 yrs,₹Rs 2.50 - 3.00 Lacs p.a.,"Mumbai,  Kalyan,  Thane,  Vasai,  Virar","The candidates must have 1-  5 years Testing  &  Calibration of Electronic Equipments ,  Testing of Assembled Electronic kits ,  Troubleshooting etc.Ensuring Quality of produc","The candidates must have 1-   5 years Testing  &  Calibration of Electronic Equipments  ,   Testing of Assembled Electronic kits  ,   Troubleshooting etc."
98,"      Hotel Management , Training Admin ",    V P Placement,1 - 6 yrs,₹Rs 32.65 - 44.85 Lacs p.a.,"Chennai,  Delhi,  Kolkata,  Mumbai,  Ahmedabad","A hotel manager oversees all operations and day-to-day activities in a hotel organization. They take on a variety of duties including managing everything from accounting ,  sa","Office Equipment  ,  Admin  ,  network engineer  ,  technical support engineer  ,  desktop engineer  ,  desktop support engineer  ,  system administrator  ,  it administrator"
99,      Junior Navision engineer ,    Gratitude India,1 - 2 yrs,₹Rs 3.00 - 5.00 Lacs p.a.,"Bengaluru / Bangalore,  Chennai,  Delhi,  Hyderabad/Secunderabad,  Mumbai",No of position = 1Exp - 1-2 yearsWork from officeCTC - 4.80lacs - 5 lacsKey Result Areas  ( describes the job role )  Need to handle support issues from the users and close th,"Navision  ,  Microsoft Dynamics Nav 2016"
100,      QA Test Engineer ,    Electrobrain modern technologies pvt ltd,3 - 8 yrs,₹Rs 6.10 - 10.10 Lacs p.a.,"Ahmedabad,  Mumbai,  Pune","Job DescriptionExercise critical ,  quality-oriented and skeptical thinking about the solution.Actively acquire information from stakeholders rather than relying entirely on w","Test engineering  ,  Testing  ,  QA Testing  ,  Automation Testing Engineering  ,  Mannual Testing  ,  Defect Reporting  ,  Test Estimation  ,  Test Reporting  ,  Test Designing  ,  Test Strategy"
